rowid,publication_year,author_keywords
14871,2018,Atmospheric clouds
14872,2018,Absence epilepsy
14872,2018,Cell death
14872,2018,Reorganization
14872,2018,Inhibition
14872,2018,Calretinin
14872,2018,Parvalbumin
14873,2018,Actinobacillus pleuropneumoniae
14873,2018,distribution of serotypes
14873,2018,Hungary
14874,2018,Flow chemistry
14874,2018,Microreactors
14874,2018,Nitrogen heterocycles
14874,2018,Spiro compounds
14874,2018,Cycloaddition
14874,2018,Synthetic methods
14875,2018,Antidepressant
14875,2018,SSRI
14875,2018,Pharmaco-EEG
14875,2018,Gamma power
14875,2018,Rat
14875,2018,Side effects
14875,2018,Depression
14876,2018,astrometry
14876,2018,"minor planets, asteroids: general"
14876,2018,methods: data analysis
14876,2018,space vehicles: instruments
14877,2018,CpG island methylation
14877,2018,miRNA
14877,2018,MeDIP-chip
14877,2018,MS-HRM analysis
14877,2018,non-small-cell lung cancer
14878,2018,Acute coronary syndrome
14878,2018,Age
14878,2018,Platelets
14878,2018,Thrombosis
14878,2018,Bleeding
14879,2018,hypoxic-ischemic encephalopathy
14879,2018,neonatal
14879,2018,MRI sequences
14879,2018,MRS
14880,2018,Physics
14880,2018,Suppression
14880,2018,Quark gluon plasma
14880,2018,Shadowing
14880,2018,D-meson
14880,2018,Open heavy-flavour
14881,2018,Tea bag
14881,2018,Green tea
14881,2018,Rooibos tea
14881,2018,Carbon turnover
14881,2018,TeaComposition initiative
14882,2018,hyperthermia
14882,2018,hypothermia
14882,2018,protons
14882,2018,thermoregulation
14882,2018,TRPV1 antagonists
14882,2018,vanilloids
14883,2018,CZE-ESI
14883,2018,QTOF-MS
14883,2018,Organic acids
14883,2018,Vranec wine
14884,2018,Heat transfer in building walls
14884,2018,Aerogel
14884,2018,Internal insulation
14884,2018,External insulation
14885,2018,Heat transfer in building walls
14885,2018,Thermal conductivity
14885,2018,Insulation materials
14886,2018,Vitis vinifera
14886,2018,growing season calculation method
14886,2018,climatic indicator
14886,2018,ANOVA
14886,2018,Bonferroni's correction
14886,2018,RegCM
14886,2018,ALADIN
14886,2018,PRECIS
14887,2018,inotropic agents
14887,2018,myosin activators
14887,2018,omecamtiv mecarbil
14887,2018,ryanodine receptor
14887,2018,cytosolic Ca2+
14888,2018,Minimal base size
14888,2018,Distinguishing number
14888,2018,Permutation group
14888,2018,Linear group
14889,2018,Spanning tree
14889,2018,Prescribed lower bound for the degrees
14889,2018,Game coloring number
14889,2018,WNDT conjecture
14890,2018,host-guest polymer complex
14890,2018,microgel
14890,2018,hydrogel
14890,2018,-cyclodextrin polymer
14890,2018,rheology
14890,2018,temperature-induced sol-gel transition
14891,2018,Adverse drug reactions
14891,2018,lymphoma
14891,2018,prognosis
14891,2018,canine
14891,2018,P-glycoprotein
14891,2018,immunohistochemistry
14892,2018,Diatoms
14892,2018,Chrysophyta cysts
14892,2018,Aulacoseira
14892,2018,Lake level
14892,2018,Synchrony
14892,2018,Lake' ontogeny
14892,2018,Late Quaternary
14893,2018,vancomycin resistance
14893,2018,molecular epidemiology
14893,2018,Enterococcus faecium
14894,2018,Non-V600 BRAF mutation
14894,2018,Sorafenib
14894,2018,AZ628
14894,2018,Selumetinib
14894,2018,Apoptosis
14894,2018,Proliferation
14894,2018,Migration
14894,2018,MEK
14894,2018,RAF
14894,2018,Inhibition
14895,2018,Clitocybe
14895,2018,Clitopaxillus
14895,2018,Harmajaea
14895,2018,Musumecia
14895,2018,Pogonoloma
14895,2018,Pseudoclitocybe
14896,2018,Sun: activity
14896,2018,Sun: chromosphere
14896,2018,Sun: corona
14896,2018,Sun: magnetic fields
14896,2018,Sun: oscillations
14897,2018,binaries: general
14897,2018,gravitational waves
14897,2018,parallaxes
14897,2018,proper motions
14897,2018,pulsars: general
14897,2018,stars: neutron
14898,2018,Public opinion
14898,2018,Public preferences
14898,2018,Economic growth
14898,2018,Environmental sustainability
14898,2018,Political debate
14899,2018,Precursor B-cell acute lymphoblastic leukemia
14899,2018,Immunophenotype
14899,2018,Factor XIII-A
14899,2018,'B-other' ALL
14900,2018,biclustering
14900,2018,co-clustering
14900,2018,data permutation
14900,2018,sequencing
14900,2018,seriation
14900,2018,visualization
14901,2018,Hadron-Hadron scattering (experiments)
14901,2018,Supersymmetry
14902,2018,Population aging
14902,2018,Migration
14902,2018,Europe
14902,2018,MENA
14902,2018,UN
14902,2018,WHO
14902,2018,Long term
14902,2018,Trends
14902,2018,History
14902,2018,Forecasts
14903,2018,agglutination
14903,2018,fucoclusters
14903,2018,lectin
14903,2018,multivalency
14903,2018,Photorhabdus asymbiotica
14904,2018,Neosartorya fischeri antifungal protein 2
14904,2018,recombinant protein
14904,2018,protein synthesis
14904,2018,anti-candidal activity
14904,2018,protein structure
14904,2018,functional mapping
14905,2018,Astronomical databases: miscellaneous
14905,2018,Cosmology: miscellaneous
14905,2018,Cosmology: observations
14905,2018,Gamma-ray burst: general
14905,2018,Gamma-ray burst: individual: GRB170817A
14905,2018,Gamma-rays: general
14905,2018,Gravitational waves
14905,2018,Methods: data analysis
14905,2018,Methods: statistical
14906,2018,Intracellular water
14906,2018,Free water
14906,2018,Drying
14906,2018,Cell membrane rupture
14906,2018,Transport
14907,2018,emotions
14907,2018,language learning
14907,2018,foreign language classroom
14908,2018,Association
14908,2018,Chronic kidney disease
14908,2018,Complications
14908,2018,Diabetes mellitus
14908,2018,Gestational diabetes
14908,2018,HbA1c
14908,2018,Incident
14908,2018,Intervention
14908,2018,Mechanisms
14908,2018,Mortality
14908,2018,Nephropathy
14908,2018,Periodontal disease
14908,2018,Periodontitis
14908,2018,Retinopathy
14908,2018,Type 1 diabetes
14908,2018,Type 2 diabetes
14909,2018,Mild cognitive impairment
14909,2018,Diffusion weighted MRI
14909,2018,Neuropsychological tests
14909,2018,Correlation study
14909,2018,Logistic regression
14910,2018,Rotor-routing
14910,2018,Polynomial time decidability
14910,2018,Linear equivalence
14910,2018,Picard group
14911,2018,Biodiversity
14911,2018,Community pattern
14911,2018,Pattern analysis
14911,2018,Idealized metacommunity patterns
14912,2018,diversity
14912,2018,habitat preference
14912,2018,pellet analysis
14912,2018,precipitation
14912,2018,small mammals
14913,2018,High-performance thin-layer chromatography-effect-directed analysis
14913,2018,Sunflower (Helianthus annuus L.) leaf extract
14913,2018,High-performance thin-layer chromatography-electrospray ionization-high resolution tandem mass spectrometry
14913,2018,High-performance thin-layer chromatography-direct analysis in real time-tandem mass spectrometry
14913,2018,Cholinesterase inhibitors
14913,2018,Diterpenes
14914,2018,AR
14914,2018,Flare
14914,2018,CME
14914,2018,Precursor parameters
14915,2018,AXL
14915,2018,reactive oxygen species
14915,2018,cisplatin
14915,2018,pemetrexed
14915,2018,mesothelioma
14915,2018,BGB324
14915,2018,chemotherapy resistance
14916,2018,coenosystematic elements
14916,2018,conservation
14916,2018,ecological indicator values
14916,2018,EU Habitats Directive
14916,2018,Orchidaceae
14917,2018,Acute kidney injury
14917,2018,Central venous pressure
14917,2018,Mean airway pressure
14917,2018,Postoperative
14918,2018,beta-LG
14918,2018,sheep
14918,2018,goats
14918,2018,milk production
14918,2018,Hungary
14919,2018,mtDNA
14919,2018,microsatellites
14919,2018,Myanmar
14919,2018,Asian elephant
14919,2018,Elephas maximus
14920,2018,Hyperspectral remote sensing
14920,2018,Support vector machines
14920,2018,FRAGSTATS((R))
14920,2018,Landscape fragmentation
14920,2018,Principal component analysis
14921,2018,cadaver model: Thiel's method
14921,2018,intubation technique: fibreoptic intubation
14921,2018,medical education: simulation training
14922,2018,Seafood
14922,2018,shellfish
14922,2018,oysters
14922,2018,squid
14922,2018,heavy metals
14922,2018,arsenic
14922,2018,cadmium
14922,2018,lead
14922,2018,mercury
14922,2018,food safety
14922,2018,tolerable intakes
14923,2018,EP election campaign
14923,2018,EU attitudes
14923,2018,political knowledge
14923,2018,televised debate
14924,2018,Ensemble of excited states
14924,2018,Kinetic energy density
14924,2018,Constrained search
14924,2018,Ensemble temperature
14925,2018,Cavitand
14925,2018,Aminocarbonylation
14925,2018,Carbon monoxide
14925,2018,Palladium
14925,2018,Carboxamide
14925,2018,Ketocarboxamide
14926,2018,Beliefs
14926,2018,drug effect
14926,2018,expectation
14926,2018,ingestion
14926,2018,pill
14927,2018,children
14927,2018,infection
14927,2018,risk factor
14927,2018,prevalence
14927,2018,pollen load
14927,2018,common ragweed
14928,2017,Hadron-Hadron scattering (experiments)
14928,2017,Supersymmetry
14928,2017,Photon production
14929,2017,HAT-7
14929,2017,ameloblast
14929,2017,bicarbonate
14929,2017,ion transport
14929,2017,pH regulation
14929,2017,fluoride
14929,2017,tight-junction
14929,2017,transepithelial resistance
14930,2017,colorectal cancer
14930,2017,mortalin
14930,2017,GRP75
14930,2017,Hsp70
14930,2017,overall survival
14930,2017,risk factor
14931,2017,Colistin
14931,2017,Antimicrobial resistance
14931,2017,Heteroresistance
14931,2017,mcr-1
14932,2017,Selenium fortification
14932,2017,Foliar application
14932,2017,Salt-affected soil
14932,2017,Antioxidant capacity
14932,2017,Electrolyte leakage
14932,2017,Lettuce
14933,2017,CMS
14933,2017,Physics
14933,2017,SM
14933,2017,ZZ
14933,2017,VBS
14933,2017,aQGC
14934,2017,antimycotics
14934,2017,candidiasis
14934,2017,opportunistic pathogen
14934,2017,phenotypic diversity
14934,2017,virulence
14935,2017,ALPPS
14935,2017,colorectal liver metastases
14935,2017,less invasive ALPPS variants
14935,2017,outcome
14935,2017,risk adjustment
14935,2017,two-stage hepatectomy
14936,2017,Dog
14936,2017,Separation related disorder
14936,2017,Vocalization
14936,2017,Whine
14936,2017,Bark
14937,2017,Bortezomib
14937,2017,Multiple myeloma
14937,2017,Proteasome activity
14937,2017,PSMB1
14937,2017,SNP
14938,2017,Compound band visualization
14938,2017,defective HPLC column monitoring
14938,2017,PET imaging
14938,2017,Positron emission tomography
14938,2017,Separation process follow-up
14939,2017,hypergroup
14939,2017,sine-cosine equation
14939,2017,addition theorems
14940,2017,apoptosis-associated speck-like protein containing a CARD (ASC)
14940,2017,caspase-1
14940,2017,caspase-4
14940,2017,cytokines
14940,2017,fetal inflammatory response
14940,2017,fever
14940,2017,funisitis
14940,2017,inflammasome assembly
14940,2017,intraamniotic inflammation
14940,2017,microbial invasion of the amniotic cavity
14940,2017,neutrophil
14940,2017,parturition
14940,2017,pregnancy
14940,2017,prematurity
14940,2017,preterm birth
14940,2017,PYD and CARD domain containing (PYCARD) protein
14940,2017,pyroptosis
14941,2017,Cell adhesion
14941,2017,Micromotion Cell migration
14941,2017,Metastatic potential
14941,2017,Wound healing
14941,2017,ECIS
14941,2017,Electric cell-substrate impedance sensing
14942,2017,Large detector systems for particle and astroparticle physics
14942,2017,Particle identification methods
14943,2017,spiro compound
14943,2017,thiazolinone
14943,2017,glucose derivative
14943,2017,TDDFT-ECD
14944,2017,amphetamine-type stimulants
14944,2017,confirmatory factor analysis
14944,2017,motives for ATS use
14944,2017,scale development
14944,2017,clinical population
14945,2017,Confirmatory factor analysis
14945,2017,Bi-factor model
14945,2017,Higher-order model
14945,2017,Symptom Checklist (SCL-90-R)
14945,2017,P-factor
14945,2017,Omega hierarchical
14946,2017,Cortinariaceae
14946,2017,Phlegmacioides clade
14946,2017,Bioaccumulation
14946,2017,Arsenic
14946,2017,Arsenobetaine
14946,2017,Soil
14947,2017,alkaliphilic
14947,2017,halophilic
14947,2017,soda soil
14948,2017,Alkaline phosphatase
14948,2017,Bile acid treatment
14948,2017,Cholestasis
14948,2017,Sclerosing cholangitis
14948,2017,Side chain-shortened bile acids
14948,2017,Cholehepatic shunting
14948,2017,Ursodeoxycholic acid
14949,2017,MEN1
14949,2017,Mutation
14949,2017,microRNA
14949,2017,Primary hyperparathyroidism
14949,2017,Menin
14949,2017,Immunohistochemistry
14950,2017,CE-LIF
14950,2017,Multiple myeloma
14950,2017,N-glycans
14951,2017,Inflammation
14951,2017,Insulin resistance
14951,2017,Body composition
14951,2017,European adolescents
14952,2017,Mesozoic
14952,2017,marine reptiles
14952,2017,flapping
14952,2017,wake
14952,2017,anatomy
14952,2017,hydrodynamics
14953,2017,PLGA nanoparticles
14953,2017,Pluronic stabilized nanoparticles
14953,2017,Adsorption kinetics
14953,2017,Interfacial dilatational rheology
14953,2017,Interfacial structure
14954,2017,Naltrexone-14-O-sulfate
14954,2017,Opioid receptor binding
14954,2017,Isolated organs
14954,2017,Mouse tail-flick assay
14955,2017,Adalimumab
14955,2017,Therapeutic drug monitoring
14955,2017,Inflammatory bowel diseases
14955,2017,Loss of response
14956,2017,Gene cluster
14956,2017,Nimrod
14956,2017,Innate immunity
14956,2017,Drosophila
14956,2017,Cuticle development
14956,2017,Trachea
14957,2017,Pituitary adenoma
14957,2017,Cell cycle
14957,2017,G2/M transition
14957,2017,CDC25A
14957,2017,miRNA
14958,2017,bioequivalence
14958,2017,clinical surrogate
14958,2017,product performance
14958,2017,regulatory expectations
14958,2017,sensitive discrimination
14959,2017,Iron-carbonate concretions
14959,2017,Siderite
14959,2017,Microbial
14959,2017,Be-10 content
14959,2017,Heated rim minerals
14959,2017,Weathering vs. heating effects
14960,2017,Diagnosis
14960,2017,Genomics
14960,2017,Phenomics
14960,2017,Undiagnosed
14960,2017,Diagnostic odyssey
14960,2017,Clinical best practice
14960,2017,Policy
14960,2017,Precision public health
14961,2017,emotion recognition
14961,2017,dog-human communication
14961,2017,growl
14961,2017,bioacoustics
14961,2017,vocal expression of emotions
14962,2017,Carbon dioxide therapy
14962,2017,asymmetric dimethylarginine
14962,2017,angiotensin converting enzyme inhibitor
14963,2017,Alkali grasslands
14963,2017,Allelopathy
14963,2017,Cyanotoxin
14963,2017,Germination
14963,2017,Growth
14963,2017,Nostoc
14963,2017,Plant invasions
14963,2017,Terrestrial plants
14964,2017,Heart failure
14964,2017,Cell death
14964,2017,Necroptosis
14964,2017,MLKL
14965,2017,Obesity
14965,2017,Adipose tissue inflammation
14965,2017,Matrix degradation
14965,2017,Physical exercise
14965,2017,In vivo nonlinear microscopy
14966,2017,shift work
14966,2017,work schedules
14966,2017,sleep disorders
14966,2017,sense of coherence
14967,2017,Aqueous normal phase liquid chromatography
14967,2017,HILIC
14967,2017,Water adsorption
14967,2017,Karl Fischer titration
14968,2017,Ventral pallidum
14968,2017,Inhibitory avoidance learning
14968,2017,Memory consolidation
14968,2017,D2 dopamine receptors
14968,2017,Quinpirole
14968,2017,Sulpiride
14969,2017,Mesothelial cell
14969,2017,Epithelial-mesenchymal/mesenchymal-epithelial transition
14969,2017,Inflammation
14969,2017,Autophagy
14969,2017,Regeneration
14970,2017,non-extensive
14970,2017,entropy
14970,2017,hadron spectrum
14971,2017,social return
14971,2017,human capital
14971,2017,education
14971,2017,productivity
14971,2017,wage
14971,2017,hungary
14972,2017,oral lichen planus
14972,2017,transient receptor potential ankyrin 1
14972,2017,hypertension
14972,2017,ACE inhibitor
14972,2017,angiotensin II
14972,2017,tumor necrosis factor
14972,2017,qPCR
14972,2017,immunohistochemistry
14973,2017,Climate change
14973,2017,Linear multiregression
14973,2017,AMO
14974,2017,Iron(III)
14974,2017,Chelator
14974,2017,Complex
14974,2017,Equilibrium
14974,2017,DET
14975,2017,chicken gizzard
14975,2017,smooth muscle actin
14975,2017,monoclonal antibody
14975,2017,GIIF3
14976,2017,Methotrexate
14976,2017,Membrane damage
14976,2017,Apoptosis
14976,2017,Reversible permeabilization
14976,2017,Intrephase chromosomes
14977,2017,Silica aerogel
14977,2017,Thermal insulation
14977,2017,Heat transfer
14977,2017,Thermal conductivity
14977,2017,Retardation time
14978,2017,Phylogeography
14978,2017,cox1
14978,2017,16S rRNA gene
14978,2017,Rhipicephalus sanguineus
14978,2017,Rhipicephalus leporis
14979,2017,black hole physics
14979,2017,gravitational waves
14979,2017,stars: kinematics and dynamics
14980,2017,Kentish Plover
14980,2017,phenotypic divergence
14980,2017,genetic structure
14980,2017,Macaronesia
14981,2017,Hospitalization
14981,2017,Chronic kidney disease
14981,2017,End-stage renal disease
14981,2017,Mortality
14982,2017,Dopamine homeostasis
14982,2017,KB220Z
14982,2017,neuropharmacological
14982,2017,neuroimaging
14982,2017,Reward Deficiency Syndrome (RDS)
14983,2017,topology optimization
14983,2017,uncertain parameters
14983,2017,probabilistic load direction
14983,2017,expected compliance
14983,2017,symbolic computation
14984,2017,sum of divisors
14984,2017,index of composition
14985,2017,Triassic-Jurassic
14985,2017,El Antimonio Group
14985,2017,Sierra de Santa Rosa Formation
14985,2017,Cucurpe Formation
14985,2017,biostratigraphy
14986,2017,Viscerolimbic
14986,2017,Subpallium
14986,2017,Basal ganglia
14986,2017,Avian
14986,2017,Calcium binding proteins
14986,2017,Dopamine
14987,2017,bifonazole
14987,2017,cyclodextrins
14987,2017,differential scanning calorimetry
14987,2017,Fourier transform infrared spectroscopy
14987,2017,H-1 NMR-CD titrations
14988,2017,Time-lapse imaging microscopy
14988,2017,Mammalian cell culture
14988,2017,Perfusion system
14988,2017,Cell cycle synchronization
14988,2017,Serum starvation
14988,2017,Sodium-butyrate synchronization
14989,2017,Postconditioning
14989,2017,reperfusion injury
14989,2017,vascular surgery
14989,2017,reactive oxygen species
14989,2017,TNF-alpha
14989,2017,leukocyte
14989,2017,inflammatory response
14989,2017,pentoxifylline (PTX)
14990,2017,Global sensitivity analysis
14990,2017,HDMR
14990,2017,Correlated parameters
14990,2017,Hydrogen explosion limits
14991,2017,Sound analysis
14991,2017,Individual discrimination
14991,2017,Classification accuracy
14991,2017,Acoustic signatures
14992,2016,Distilled alcoholic beverages
14992,2016,Heavy metal content
14992,2016,Rapid furnace program
14992,2016,Calibration methods
14992,2016,Electrothermal atomic absorption spectrometry
14992,2016,Graphite furnace electrothermal vaporization
14993,2016,signaling network
14993,2016,pathway
14993,2016,database
14993,2016,zebrafish
14993,2016,regulation
14993,2016,miRNA
14994,2016,food choice
14994,2016,eye-tracking
14994,2016,multialternative choice situation
14994,2016,choice prediction
14995,2016,Fish consumption
14995,2016,Cognition
14995,2016,Childhood
14995,2016,Neuropsychological battery
14995,2016,Long-chain polyunsaturated fatty acids (LCPUFA)
14995,2016,Fatty fish
14996,2016,Paraoxonase-1
14996,2016,Adipokines
14996,2016,Atherosclerosis
14996,2016,White adipose tissue
14996,2016,Fine-tuning
14997,2016,homocysteine
14997,2016,saphenous vein graft disease
14998,2016,Eastern Europe
14998,2016,evolutionary process
14998,2016,isolation by adaptation
14998,2016,isolation by distance
14998,2016,landscape genetics
14998,2016,Passer domesticus
14999,2016,Cortisol
14999,2016,Dendritic cell
14999,2016,Preterm infant
14999,2016,Th1/Th2
14999,2016,T lymphocyte
14999,2016,Vitamin D
15000,2016,Anthropometry
15000,2016,Body composition
15000,2016,Health
15000,2016,Performance
15000,2016,Training
15001,2016,CMS
15001,2016,Physics
15001,2016,Higgs
15001,2016,BSM
15002,2016,Vulnerable plaque
15002,2016,Thin-cap fibroatheroma
15002,2016,Necrotic core
15002,2016,Coronary artery disease
15003,2016,L-arginine
15003,2016,dimethylarginine
15003,2016,cytokine
15003,2016,inflammation
15003,2016,ischemic stroke
15003,2016,outcome
15004,2016,non-phosphorylated lipid A
15004,2016,deprotonated carboxamide
15004,2016,Escherichia coli O111
15004,2016,Proteus morganii O34
15004,2016,fragmentation pathway
15005,2016,ceftaroline fosamil
15005,2016,CABP
15005,2016,hospitalization
15005,2016,pediatric
15005,2016,children
15006,2016,MiRNA
15006,2016,Isolation kit
15006,2016,Comparison
15006,2016,Reference MiRNA
15006,2016,U6
15006,2016,Normalization
15006,2016,Total RNA
15006,2016,Isolation
15006,2016,Ffpe
15006,2016,Colon
15006,2016,Colorectal cancer
15006,2016,Concentration
15007,2016,Paratellurite
15007,2016,Terahertz frequency range
15007,2016,Refractive index
15007,2016,Absorption coefficient
15007,2016,Time domain terahertz spectroscopy
15008,2016,Heart failure
15008,2016,Registry
15008,2016,Acute
15008,2016,Chronic
15008,2016,Survival
15008,2016,Outcomes
15009,2016,Absence epilepsy
15009,2016,Guanosine
15009,2016,Adenosinergic system
15009,2016,WAG/Rij rats
15010,2016,Osteoprotegerin
15010,2016,Von Willebrand factor
15010,2016,Peripheral arterial disease
15010,2016,Endothelial dysfunction
15010,2016,AB0 blood groups
15010,2016,Atherosclerosis
15010,2016,Atherosclerosis
15010,2016,Critical ischemia
15010,2016,Hypertension
15010,2016,Diabetes
15011,2016,lnterpolymer complex
15011,2016,pH-Dependent drug release
15011,2016,Desloratadine
15011,2016,FTIR spectroscopy
15012,2016,Lung transplantation
15012,2016,Minimally invasive
15012,2016,Cardiopulmonary bypass
15013,2016,Aging
15013,2016,Balance
15013,2016,Short-interval intracortical inhibition
15013,2016,Transcranial magnetic stimulation
15013,2016,Peripheral nerve stimulation
15014,2016,Nanoparticles
15014,2016,Nano-ZnO
15014,2016,Nematode
15014,2016,Toxicity
15014,2016,Total reflection X-rayfluorescence
15014,2016,Dissolvedzinc
15014,2016,Soil pollution
15015,2016,MaxEnt
15015,2016,last glacial maximum
15015,2016,Mid-Holocene
15015,2016,geometric morphometry
15015,2016,Bayesian phylogeny
15016,2016,Quantum electrodynamics in finite volume
15016,2016,Non-relativistic effective field theories
15016,2016,Lattice QCD plus QED calculations
15017,2016,Citrinin
15017,2016,Cyclodextrin
15017,2016,Fluorescence spectroscopy
15017,2016,Host-guest interaction
15017,2016,Fluorescence enhancement
15017,2016,Toxin binder
15018,2016,Complement
15018,2016,CR3
15018,2016,Factor H
15018,2016,Extracellular DNA
15018,2016,Neutrophil extracellular trap
15018,2016,Reactive oxygen species
15019,2016,Ni2MnGa
15019,2016,Magnetic noise
15019,2016,Twin rearrangement
15019,2016,Twin II boundaries
15020,2016,Uniparental disomy
15020,2016,Temple syndrome
15020,2016,Silver-Russell syndrome
15020,2016,upd(6)mat
15020,2016,upd(16)mat
15020,2016,upd(20)mat
15020,2016,Genomic imprinting
15021,2016,Soil fauna
15021,2016,Community ecology
15021,2016,Biodiversity
15021,2016,Soil ecology
15021,2016,Urban ecology
15021,2016,Bioindication
15022,2016,Adolescents
15022,2016,Ready-to-eat cereals
15022,2016,Breakfast
15022,2016,Fruit
15022,2016,Milk
15022,2016,Nutrients
15023,2016,gravitational waves
15023,2016,stars: black holes
15023,2016,stars: massive
15024,2016,Residual energy intake
15024,2016,Europe
15024,2016,Cohort
15024,2016,BMI z-score
15024,2016,Children
15025,2016,Circular dichroism
15025,2016,Density functional theory
15025,2016,Substituent effect
15025,2016,Nitro group
15025,2016,Absolute configuration determination
15025,2016,Charge transfer
15025,2016,CAM-B3LYP
15026,2016,CMS
15026,2016,Physics
15026,2016,Higgs boson
15026,2016,Dalitz decay
15027,2016,Polarizationally structured light
15027,2016,Circularly polarized light
15027,2016,Diagonal-polarization
15027,2016,CORNU-depolarizer
15027,2016,Orientation factor for FRET
15027,2016,Homo-FRET
15028,2016,Hemicochlea
15028,2016,Ca2+ imaging
15028,2016,ATP
15028,2016,Pillar cells
15028,2016,Deiters' cells
15028,2016,Hensen's cells
15029,2016,Farmland birds
15029,2016,Natural breeding
15029,2016,Nest-boxes
15029,2016,Spatial scales
15029,2016,Landscape effects
15029,2016,Nest site selection
15030,2016,Helichrysum italicum ssp microphyllum
15030,2016,Volatiles fractions
15030,2016,Altitude
15030,2016,Climatic parameters
15031,2016,Gallium
15031,2016,Chelating ligands
15031,2016,Ligand Synthesis
15031,2016,Thermodynamics
15031,2016,Kinetics
15031,2016,Radiolabelling
15032,2016,"Imidazo[1,2-a]pyridine"
15032,2016,"Imidazo[1,2-a]pyrazine"
15032,2016,Diarylamide
15032,2016,Diarylurea
15032,2016,Antiproliferative activity
15032,2016,A375P
15032,2016,Melanoma
15033,2016,Colony-forming units
15033,2016,digestate
15033,2016,field pots
15033,2016,regular use
15033,2016,soil chemical parameters
15033,2016,soil enzymes
15034,2016,Cervical cancer
15034,2016,Biomarker
15034,2016,Claudin-1
15034,2016,Immunocytochemistry
15035,2016,Aedes (Stegomyia) aegypti
15035,2016,yellow fever mosquito
15035,2016,polarization sensitivity
15035,2016,optomotor response
15035,2016,insect vision
15035,2016,orientation
15036,2016,Unmanned aircraft system
15036,2016,Hybrid meteorological modeling
15036,2016,Integrated weather prediction system
15036,2016,Visibility prediction
15036,2016,Meteorological support
15037,2016,Liver fibrosis
15037,2016,Liver stiffness
15037,2016,Digital morphometric analysis
15037,2016,Liver biopsy
15038,2016,Elderly population
15038,2016,femoral neck fracture
15038,2016,incidence
15038,2016,risk factors
15038,2016,second hip fracture
15039,2016,atrial fibrillation
15039,2016,cardiac resynchronization therapy
15039,2016,ICD Programming
15039,2016,implantable cardioverter-defibrillator
15039,2016,MADIT-RIT
15039,2016,supraventricular tachycardia
15040,2016,Lung cancer
15040,2016,Breast tumor
15040,2016,Vertebral metastasis
15040,2016,Spine
15040,2016,Pedicle
15041,2015,Supercritical CO2
15041,2015,Hybrid aerogel
15041,2015,Silica
15041,2015,Gelatin
15041,2015,Acid drugs
15042,2015,diagnosis
15042,2015,disease burden
15042,2015,elimination
15042,2015,epidemiology
15042,2015,hepatitis C
15042,2015,hepatitis C virus
15042,2015,incidence
15042,2015,mortality
15042,2015,prevalence
15042,2015,scenarios
15042,2015,strategy
15042,2015,treatment
15043,2015,Urinary bladder augmentation
15043,2015,MUC genes
15043,2015,Neoplasia
15044,2015,MiniPET
15044,2015,small-animal PET scanner
15044,2015,performance evaluation
15044,2015,instrumentation
15044,2015,molecular imaging
15045,2015,iron hydrolysis
15045,2015,transient components
15045,2015,organic solvents
15045,2015,recoilless fraction
15045,2015,Mossbauer spectroscopy
15046,2015,catalogs
15046,2015,submillimeter: ISM
15046,2015,stars: formation
15046,2015,ISM: clouds
15047,2015,citrinin
15047,2015,human serum albumin
15047,2015,fluorescence spectroscopy
15047,2015,ultrafiltration
15047,2015,species differences
15048,2015,Animal personality
15048,2015,behavioral syndrome
15048,2015,environment
15048,2015,evolution
15048,2015,plasticity
15049,2015,Boldness
15049,2015,Effect size
15049,2015,Flight initiation distance
15049,2015,Personality
15049,2015,Phenotypic correlation
15049,2015,Temperament
15050,2015,Echinococcosis
15050,2015,Human liver
15050,2015,Immunohistochemistry
15050,2015,Lymphocytes
15050,2015,Cell infiltrate
15050,2015,Macrophage
15050,2015,Dendritic cells
15050,2015,Costimulatory molecules
15050,2015,RT-PCR
15051,2015,G protein-coupled receptor
15051,2015,PACAP6-38
15051,2015,PAC1
15051,2015,VPAC1
15051,2015,VPAC2
15051,2015,trigeminal ganglia
15052,2015,deiodinase
15052,2015,thyroid hormone
15052,2015,lipids
15052,2015,steatosis
15052,2015,obesity
15053,2015,Hadron-Hadron Scattering
15053,2015,Higgs physics
15053,2015,Supersymmetry
15054,2015,Compact
15054,2015,Countably compact
15054,2015,P-bounded
15054,2015,omega-Bounded
15054,2015,Totally countably compact
15055,2015,Soil
15055,2015,Geochemical study
15055,2015,Pollution limit
15055,2015,Playgrounds
15055,2015,Ajka
15055,2015,Hungary
15056,2015,cellular signaling
15056,2015,linear motif
15056,2015,MAP kinase
15056,2015,protein-protein interaction
15057,2015,Serological antibodies
15057,2015,ASCA
15057,2015,Crohn's disease
15057,2015,disease progression
15057,2015,referral cohort
15057,2015,azathioprine
15058,2015,Cellular cytotoxicity
15058,2015,Lysenin
15058,2015,Phosphatidylserine translocation
15058,2015,Nick end labeling
15058,2015,Caspase cascade
15058,2015,Mitochondrial membrane depolarization
15059,2015,Uniform coordinate systems
15059,2015,Hexagonal grid
15059,2015,Triangular grid
15059,2015,Topology
15059,2015,Digital geometry
15059,2015,Cell complexes
15060,2015,Ischemic stroke
15060,2015,Case fatality
15060,2015,Meteorological
15060,2015,Equivalent potential temperature
15061,2015,Generalised statistical complexity
15061,2015,Henon map
15061,2015,Tinkerbell map
15062,2015,obesity
15062,2015,skin
15062,2015,collagen
